name,type,location,price,duration,rating,source,review_text
City Hotel — booking 93762,hotel,PRT,294.35,4.0,4.3,kaggle:hotel_booking_demand,
City Hotel — booking 83482,hotel,PRT,79.0,1.0,4.6,kaggle:hotel_booking_demand,
City Hotel — booking 79668,hotel,PRT,75.0,1.0,4.6,kaggle:hotel_booking_demand,
Resort Hotel — booking 35849,hotel,ESP,62.0,1.0,4.0,kaggle:hotel_booking_demand,
Resort Hotel — booking 10747,hotel,GBR,48.0,3.0,4.3,kaggle:hotel_booking_demand,
Resort Hotel — booking 19015,hotel,ESP,26.0,3.0,4.3,kaggle:hotel_booking_demand,
Resort Hotel — booking 19703,hotel,PRT,188.33,3.0,5.0,kaggle:hotel_booking_demand,
City Hotel — booking 64540,hotel,GBR,79.2,3.0,4.6,kaggle:hotel_booking_demand,
City Hotel — booking 62441,hotel,PRT,75.0,1.0,4.8,kaggle:hotel_booking_demand,
City Hotel — booking 61186,hotel,BEL,89.89,4.0,4.7,kaggle:hotel_booking_demand,
Resort Hotel — booking 17649,hotel,ITA,44.5,4.0,4.6,kaggle:hotel_booking_demand,
City Hotel — booking 103443,hotel,BRA,138.6,1.0,3.8,kaggle:hotel_booking_demand,
City Hotel — booking 96768,hotel,BEL,117.45,4.0,3.9,kaggle:hotel_booking_demand,
City Hotel — booking 104771,hotel,DEU,93.6,2.0,4.2,kaggle:hotel_booking_demand,
City Hotel — booking 103667,hotel,USA,122.4,3.0,4.8,kaggle:hotel_booking_demand,
City Hotel — booking 81846,hotel,PRT,110.0,3.0,4.4,kaggle:hotel_booking_demand,
City Hotel — booking 44081,hotel,PRT,170.0,1.0,4.8,kaggle:hotel_booking_demand,
Resort Hotel — booking 13601,hotel,PRT,232.0,6.0,4.9,kaggle:hotel_booking_demand,
Resort Hotel — booking 29337,hotel,SWE,115.0,6.0,3.9,kaggle:hotel_booking_demand,
City Hotel — booking 47426,hotel,BRA,73.42,6.0,4.1,kaggle:hotel_booking_demand,
City Hotel — booking 109796,hotel,FRA,130.5,2.0,4.5,kaggle:hotel_booking_demand,
City Hotel — booking 61104,hotel,PRT,52.0,2.0,4.8,kaggle:hotel_booking_demand,
City Hotel — booking 57263,hotel,FRA,159.3,3.0,4.6,kaggle:hotel_booking_demand,
City Hotel — booking 57011,hotel,PRT,120.0,3.0,3.5,kaggle:hotel_booking_demand,
Resort Hotel — booking 4330,hotel,PRT,82.0,21.0,4.3,kaggle:hotel_booking_demand,
City Hotel — booking 97484,hotel,PRT,108.0,3.0,4.8,kaggle:hotel_booking_demand,
City Hotel — booking 53366,hotel,IRN,142.0,6.0,4.5,kaggle:hotel_booking_demand,
Resort Hotel — booking 9807,hotel,GBR,48.0,3.0,4.6,kaggle:hotel_booking_demand,
City Hotel — booking 98907,hotel,FRA,85.0,3.0,3.5,kaggle:hotel_booking_demand,
City Hotel — booking 73846,hotel,PRT,62.8,2.0,3.8,kaggle:hotel_booking_demand,
City Hotel — booking 45247,hotel,PRT,75.0,2.0,4.5,kaggle:hotel_booking_demand,
City Hotel — booking 66207,hotel,PRT,95.0,4.0,4.4,kaggle:hotel_booking_demand,
City Hotel — booking 78688,hotel,FRA,126.0,3.0,4.5,kaggle:hotel_booking_demand,
City Hotel — booking 40145,hotel,PRT,94.5,3.0,4.6,kaggle:hotel_booking_demand,
City Hotel — booking 93248,hotel,AUS,89.25,4.0,4.6,kaggle:hotel_booking_demand,
City Hotel — booking 70362,hotel,ISR,123.75,4.0,4.6,kaggle:hotel_booking_demand,
City Hotel — booking 63868,hotel,ITA,100.3,4.0,4.5,kaggle:hotel_booking_demand,
City Hotel — booking 40546,hotel,PRT,76.5,3.0,4.5,kaggle:hotel_booking_demand,
City Hotel — booking 60340,hotel,PRT,100.0,3.0,4.0,kaggle:hotel_booking_demand,
City Hotel — booking 92207,hotel,DEU,94.35,5.0,3.8,kaggle:hotel_booking_demand,
City Hotel — booking 64642,hotel,NOR,93.6,2.0,4.7,kaggle:hotel_booking_demand,
City Hotel — booking 75381,hotel,PRT,62.0,2.0,4.2,kaggle:hotel_booking_demand,
City Hotel — booking 68861,hotel,IRL,160.0,1.0,4.8,kaggle:hotel_booking_demand,
City Hotel — booking 58436,hotel,BEL,132.3,3.0,4.5,kaggle:hotel_booking_demand,
City Hotel — booking 55715,hotel,FRA,152.1,4.0,4.9,kaggle:hotel_booking_demand,
Resort Hotel — booking 23523,hotel,DEU,59.5,12.0,3.9,kaggle:hotel_booking_demand,
Resort Hotel — booking 24590,hotel,IRL,58.2,9.0,4.9,kaggle:hotel_booking_demand,
City Hotel — booking 45764,hotel,PRT,84.0,3.0,4.0,kaggle:hotel_booking_demand,
Resort Hotel — booking 27742,hotel,IRL,79.9,7.0,4.8,kaggle:hotel_booking_demand,
City Hotel — booking 108283,hotel,HUN,124.2,2.0,4.6,kaggle:hotel_booking_demand,
City Hotel — booking 75013,hotel,PRT,82.0,3.0,4.5,kaggle:hotel_booking_demand,
City Hotel — booking 96150,hotel,BRA,147.73,3.0,4.4,kaggle:hotel_booking_demand,
City Hotel — booking 66733,hotel,IRL,142.2,3.0,4.3,kaggle:hotel_booking_demand,
City Hotel — booking 85345,hotel,PRT,63.75,4.0,4.7,kaggle:hotel_booking_demand,
Resort Hotel — booking 15298,hotel,PRT,55.68,1.0,4.0,kaggle:hotel_booking_demand,
Resort Hotel — booking 3171,hotel,PRT,32.4,2.0,4.8,kaggle:hotel_booking_demand,
City Hotel — booking 47005,hotel,BRA,96.0,3.0,4.5,kaggle:hotel_booking_demand,
Resort Hotel — booking 11262,hotel,PRT,48.0,5.0,4.8,kaggle:hotel_booking_demand,
City Hotel — booking 115303,hotel,GBR,150.0,3.0,4.4,kaggle:hotel_booking_demand,
City Hotel — booking 45949,hotel,PRT,72.25,3.0,4.7,kaggle:hotel_booking_demand,
City Hotel — booking 93757,hotel,PRT,72.25,9.0,4.4,kaggle:hotel_booking_demand,
City Hotel — booking 86610,hotel,PRT,129.0,1.0,4.9,kaggle:hotel_booking_demand,
City Hotel — booking 112250,hotel,AUT,99.0,3.0,4.0,kaggle:hotel_booking_demand,
City Hotel — booking 83873,hotel,PRT,106.0,1.0,4.3,kaggle:hotel_booking_demand,
Resort Hotel — booking 21208,hotel,PRT,45.0,2.0,4.5,kaggle:hotel_booking_demand,
City Hotel — booking 49797,hotel,PRT,115.0,2.0,3.5,kaggle:hotel_booking_demand,
City Hotel — booking 42073,hotel,ESP,90.0,3.0,4.6,kaggle:hotel_booking_demand,
City Hotel — booking 54350,hotel,AGO,124.2,1.0,4.6,kaggle:hotel_booking_demand,
City Hotel — booking 100484,hotel,FRA,106.25,4.0,3.8,kaggle:hotel_booking_demand,
City Hotel — booking 63426,hotel,GBR,86.4,6.0,4.4,kaggle:hotel_booking_demand,
City Hotel — booking 46753,hotel,CZE,71.0,2.0,4.6,kaggle:hotel_booking_demand,
Resort Hotel — booking 19596,hotel,PRT,90.0,2.0,4.5,kaggle:hotel_booking_demand,
Resort Hotel — booking 5539,hotel,PRT,85.0,2.0,4.6,kaggle:hotel_booking_demand,
City Hotel — booking 80609,hotel,PRT,60.0,3.0,4.2,kaggle:hotel_booking_demand,
Resort Hotel — booking 3769,hotel,PRT,72.0,1.0,4.7,kaggle:hotel_booking_demand,
City Hotel — booking 88788,hotel,PRT,104.0,1.0,4.8,kaggle:hotel_booking_demand,
City Hotel — booking 57255,hotel,PRT,62.0,2.0,4.7,kaggle:hotel_booking_demand,
City Hotel — booking 78799,hotel,DZA,100.0,2.0,4.5,kaggle:hotel_booking_demand,
City Hotel — booking 58147,hotel,CHN,106.92,1.0,4.7,kaggle:hotel_booking_demand,
Resort Hotel — booking 17399,hotel,CN,46.5,4.0,3.9,kaggle:hotel_booking_demand,
City Hotel — booking 45770,hotel,DEU,70.0,3.0,4.6,kaggle:hotel_booking_demand,
Resort Hotel — booking 31865,hotel,BRA,37.8,1.0,4.2,kaggle:hotel_booking_demand,
City Hotel — booking 94835,hotel,FRA,188.42,7.0,4.9,kaggle:hotel_booking_demand,
Resort Hotel — booking 37014,hotel,GBR,97.43,7.0,4.6,kaggle:hotel_booking_demand,
Resort Hotel — booking 8297,hotel,PRT,66.6,7.0,4.5,kaggle:hotel_booking_demand,
City Hotel — booking 56386,hotel,POL,135.9,5.0,4.5,kaggle:hotel_booking_demand,
City Hotel — booking 118530,hotel,ITA,143.1,4.0,4.7,kaggle:hotel_booking_demand,
City Hotel — booking 88973,hotel,ESP,121.59,2.0,4.6,kaggle:hotel_booking_demand,
City Hotel — booking 106017,hotel,FRA,75.0,2.0,4.3,kaggle:hotel_booking_demand,
Resort Hotel — booking 9895,hotel,PRT,8.0,12.0,4.9,kaggle:hotel_booking_demand,
City Hotel — booking 55359,hotel,PRT,62.0,2.0,4.9,kaggle:hotel_booking_demand,
Resort Hotel — booking 18364,hotel,PRT,86.0,2.0,4.6,kaggle:hotel_booking_demand,
City Hotel — booking 49291,hotel,PRT,76.5,4.0,4.5,kaggle:hotel_booking_demand,
City Hotel — booking 61308,hotel,ESP,119.0,4.0,4.4,kaggle:hotel_booking_demand,
City Hotel — booking 79692,hotel,FRA,70.0,3.0,3.5,kaggle:hotel_booking_demand,
City Hotel — booking 51294,hotel,NLD,99.9,3.0,4.5,kaggle:hotel_booking_demand,
City Hotel — booking 63586,hotel,FRA,147.9,4.0,4.6,kaggle:hotel_booking_demand,
City Hotel — booking 69044,hotel,FRA,108.0,4.0,4.7,kaggle:hotel_booking_demand,
Resort Hotel — booking 3664,hotel,PRT,136.5,4.0,4.2,kaggle:hotel_booking_demand,
Resort Hotel — booking 3953,hotel,FRA,50.0,2.0,3.9,kaggle:hotel_booking_demand,
City Hotel — booking 43578,hotel,CN,90.0,1.0,4.9,kaggle:hotel_booking_demand,
Resort Hotel — booking 39257,hotel,GBR,133.07,11.0,4.7,kaggle:hotel_booking_demand,
City Hotel — booking 45609,hotel,PRT,75.0,2.0,4.1,kaggle:hotel_booking_demand,
Resort Hotel — booking 22629,hotel,PRT,50.0,1.0,3.9,kaggle:hotel_booking_demand,
Resort Hotel — booking 19391,hotel,PRT,38.0,1.0,4.8,kaggle:hotel_booking_demand,
City Hotel — booking 75861,hotel,PRT,62.0,4.0,4.9,kaggle:hotel_booking_demand,
Resort Hotel — booking 9280,hotel,PRT,51.84,6.0,3.5,kaggle:hotel_booking_demand,
City Hotel — booking 61982,hotel,GBR,150.11,5.0,4.0,kaggle:hotel_booking_demand,
City Hotel — booking 64546,hotel,GBR,102.43,4.0,4.7,kaggle:hotel_booking_demand,
City Hotel — booking 76906,hotel,PRT,170.0,6.0,4.7,kaggle:hotel_booking_demand,
City Hotel — booking 70000,hotel,PRT,170.0,3.0,4.9,kaggle:hotel_booking_demand,
City Hotel — booking 77855,hotel,PRT,112.0,1.0,4.1,kaggle:hotel_booking_demand,
Resort Hotel — booking 34455,hotel,PRT,41.52,25.0,3.5,kaggle:hotel_booking_demand,
City Hotel — booking 54570,hotel,PRT,65.0,2.0,3.2,kaggle:hotel_booking_demand,
City Hotel — booking 112282,hotel,POL,160.0,3.0,4.1,kaggle:hotel_booking_demand,
City Hotel — booking 71035,hotel,PRT,96.0,4.0,4.7,kaggle:hotel_booking_demand,
Resort Hotel — booking 15260,hotel,PRT,42.0,1.0,4.9,kaggle:hotel_booking_demand,
City Hotel — booking 98974,hotel,GBR,80.75,5.0,3.5,kaggle:hotel_booking_demand,
City Hotel — booking 68560,hotel,GBR,165.38,2.0,3.9,kaggle:hotel_booking_demand,
Resort Hotel — booking 22462,hotel,IRL,72.0,2.0,4.5,kaggle:hotel_booking_demand,
City Hotel — booking 90960,hotel,PRT,177.45,2.0,3.9,kaggle:hotel_booking_demand,
City Hotel — booking 54168,hotel,USA,187.0,4.0,4.6,kaggle:hotel_booking_demand,
Resort Hotel — booking 7888,hotel,MAR,151.0,6.0,4.5,kaggle:hotel_booking_demand,
City Hotel — booking 53935,hotel,GGY,117.9,3.0,4.9,kaggle:hotel_booking_demand,
City Hotel — booking 86099,hotel,ITA,79.0,2.0,4.8,kaggle:hotel_booking_demand,
Resort Hotel — booking 30629,hotel,PRT,43.0,1.0,4.9,kaggle:hotel_booking_demand,
Resort Hotel — booking 15197,hotel,PRT,54.99,7.0,4.9,kaggle:hotel_booking_demand,
Resort Hotel — booking 4732,hotel,GBR,68.0,5.0,4.3,kaggle:hotel_booking_demand,
City Hotel — booking 53749,hotel,USA,114.3,6.0,4.2,kaggle:hotel_booking_demand,
Resort Hotel — booking 3595,hotel,PRT,55.0,1.0,4.4,kaggle:hotel_booking_demand,
City Hotel — booking 43924,hotel,PRT,86.0,5.0,4.6,kaggle:hotel_booking_demand,
City Hotel — booking 99827,hotel,USA,128.7,6.0,4.7,kaggle:hotel_booking_demand,
City Hotel — booking 75283,hotel,PRT,62.0,2.0,4.1,kaggle:hotel_booking_demand,
Resort Hotel — booking 2031,hotel,LVA,60.5,4.0,4.9,kaggle:hotel_booking_demand,
Resort Hotel — booking 12211,hotel,PRT,63.0,4.0,4.0,kaggle:hotel_booking_demand,
City Hotel — booking 96783,hotel,PRT,111.6,1.0,4.5,kaggle:hotel_booking_demand,
Resort Hotel — booking 28129,hotel,PRT,86.0,3.0,4.5,kaggle:hotel_booking_demand,
City Hotel — booking 64022,hotel,ITA,108.8,4.0,4.6,kaggle:hotel_booking_demand,
Resort Hotel — booking 15478,hotel,GBR,103.18,1.0,3.8,kaggle:hotel_booking_demand,
City Hotel — booking 91202,hotel,FRA,115.0,1.0,4.7,kaggle:hotel_booking_demand,
Resort Hotel — booking 3099,hotel,PRT,34.51,10.0,4.6,kaggle:hotel_booking_demand,
City Hotel — booking 64163,hotel,PRT,95.0,3.0,4.5,kaggle:hotel_booking_demand,
City Hotel — booking 109539,hotel,GBR,99.0,1.0,4.8,kaggle:hotel_booking_demand,
Resort Hotel — booking 12494,hotel,RUS,130.36,11.0,3.5,kaggle:hotel_booking_demand,
City Hotel — booking 95476,hotel,DEU,115.0,2.0,4.3,kaggle:hotel_booking_demand,
City Hotel — booking 99224,hotel,DEU,153.0,4.0,5.0,kaggle:hotel_booking_demand,
Resort Hotel — booking 25386,hotel,GBR,51.85,14.0,4.3,kaggle:hotel_booking_demand,
City Hotel — booking 81013,hotel,PRT,85.0,1.0,4.3,kaggle:hotel_booking_demand,
City Hotel — booking 115871,hotel,BEL,107.1,3.0,3.2,kaggle:hotel_booking_demand,
City Hotel — booking 118650,hotel,USA,115.0,1.0,4.0,kaggle:hotel_booking_demand,
Resort Hotel — booking 17788,hotel,PRT,65.0,1.0,4.3,kaggle:hotel_booking_demand,
City Hotel — booking 66606,hotel,ITA,196.2,3.0,4.4,kaggle:hotel_booking_demand,
City Hotel — booking 112113,hotel,FRA,177.0,3.0,3.8,kaggle:hotel_booking_demand,
City Hotel — booking 60831,hotel,DEU,74.8,4.0,4.8,kaggle:hotel_booking_demand,
City Hotel — booking 52719,hotel,FRA,73.33,3.0,4.5,kaggle:hotel_booking_demand,
Resort Hotel — booking 12116,hotel,PRT,120.0,4.0,4.7,kaggle:hotel_booking_demand,
City Hotel — booking 111031,hotel,FRA,180.0,4.0,4.5,kaggle:hotel_booking_demand,
City Hotel — booking 92447,hotel,ITA,114.3,1.0,5.0,kaggle:hotel_booking_demand,
City Hotel — booking 52975,hotel,PRT,120.0,3.0,5.0,kaggle:hotel_booking_demand,
City Hotel — booking 77049,hotel,PRT,62.8,3.0,4.7,kaggle:hotel_booking_demand,
City Hotel — booking 89190,hotel,DNK,130.0,2.0,4.6,kaggle:hotel_booking_demand,
Resort Hotel — booking 1997,hotel,PRT,74.0,2.0,4.6,kaggle:hotel_booking_demand,
Resort Hotel — booking 19728,hotel,PRT,155.67,3.0,4.6,kaggle:hotel_booking_demand,
City Hotel — booking 40870,hotel,ITA,94.5,3.0,4.6,kaggle:hotel_booking_demand,
Resort Hotel — booking 18197,hotel,NLD,65.73,3.0,3.5,kaggle:hotel_booking_demand,
Resort Hotel — booking 36489,hotel,GBR,0.0,15.0,4.9,kaggle:hotel_booking_demand,
City Hotel — booking 76279,hotel,PRT,75.0,2.0,4.8,kaggle:hotel_booking_demand,
City Hotel — booking 70470,hotel,PRT,120.0,5.0,4.7,kaggle:hotel_booking_demand,
City Hotel — booking 52039,hotel,CHN,129.9,3.0,4.3,kaggle:hotel_booking_demand,
City Hotel — booking 89687,hotel,ITA,89.0,1.0,4.5,kaggle:hotel_booking_demand,
City Hotel — booking 58138,hotel,PRT,102.0,4.0,4.9,kaggle:hotel_booking_demand,
Resort Hotel — booking 9549,hotel,GBR,37.8,4.0,4.5,kaggle:hotel_booking_demand,
City Hotel — booking 96686,hotel,ITA,168.3,2.0,3.9,kaggle:hotel_booking_demand,
City Hotel — booking 46414,hotel,PRT,77.5,4.0,4.2,kaggle:hotel_booking_demand,
Resort Hotel — booking 32475,hotel,FRA,79.67,3.0,4.9,kaggle:hotel_booking_demand,
City Hotel — booking 116311,hotel,ESP,119.0,4.0,4.7,kaggle:hotel_booking_demand,
City Hotel — booking 95470,hotel,DEU,115.0,2.0,4.8,kaggle:hotel_booking_demand,
City Hotel — booking 65878,hotel,PRT,188.0,3.0,4.2,kaggle:hotel_booking_demand,
City Hotel — booking 90424,hotel,CHE,87.95,7.0,4.8,kaggle:hotel_booking_demand,
Resort Hotel — booking 36191,hotel,GBR,101.0,4.0,4.8,kaggle:hotel_booking_demand,
City Hotel — booking 100682,hotel,ESP,145.0,2.0,3.2,kaggle:hotel_booking_demand,
Resort Hotel — booking 33513,hotel,ESP,60.0,2.0,4.5,kaggle:hotel_booking_demand,
Resort Hotel — booking 5869,hotel,PRT,73.0,7.0,3.2,kaggle:hotel_booking_demand,
City Hotel — booking 56001,hotel,GBR,131.4,4.0,3.2,kaggle:hotel_booking_demand,
City Hotel — booking 53057,hotel,PRT,130.0,2.0,5.0,kaggle:hotel_booking_demand,
Resort Hotel — booking 9684,hotel,PRT,59.5,5.0,3.8,kaggle:hotel_booking_demand,
City Hotel — booking 116310,hotel,FRA,145.0,1.0,4.9,kaggle:hotel_booking_demand,
City Hotel — booking 60600,hotel,PRT,68.0,6.0,4.8,kaggle:hotel_booking_demand,
City Hotel — booking 103656,hotel,ITA,74.8,5.0,4.9,kaggle:hotel_booking_demand,
Resort Hotel — booking 32623,hotel,BEL,72.0,3.0,4.3,kaggle:hotel_booking_demand,
City Hotel — booking 79809,hotel,PRT,0.0,6.0,4.9,kaggle:hotel_booking_demand,
City Hotel — booking 96731,hotel,FRA,111.6,6.0,3.8,kaggle:hotel_booking_demand,
City Hotel — booking 84158,hotel,PRT,81.0,1.0,4.6,kaggle:hotel_booking_demand,
Resort Hotel — booking 30488,hotel,GBR,35.0,3.0,3.9,kaggle:hotel_booking_demand,
Resort Hotel — booking 13894,hotel,PRT,90.8,1.0,4.8,kaggle:hotel_booking_demand,
Resort Hotel — booking 28332,hotel,CZE,165.0,14.0,4.7,kaggle:hotel_booking_demand,
Resort Hotel — booking 2271,hotel,ESP,67.0,3.0,4.5,kaggle:hotel_booking_demand,
City Hotel — booking 48538,hotel,PRT,130.0,3.0,4.8,kaggle:hotel_booking_demand,
Resort Hotel — booking 4657,hotel,PRT,50.4,3.0,4.7,kaggle:hotel_booking_demand,
City Hotel — booking 116617,hotel,BEL,107.1,4.0,4.9,kaggle:hotel_booking_demand,
Resort Hotel — booking 1435,hotel,PRT,142.5,4.0,3.9,kaggle:hotel_booking_demand,
City Hotel — booking 73817,hotel,PRT,62.8,2.0,4.4,kaggle:hotel_booking_demand,
City Hotel — booking 102087,hotel,BRA,83.8,5.0,4.9,kaggle:hotel_booking_demand,
Resort Hotel — booking 32446,hotel,PRT,45.0,1.0,4.3,kaggle:hotel_booking_demand,
Resort Hotel — booking 13395,hotel,PRT,249.0,7.0,4.8,kaggle:hotel_booking_demand,
City Hotel — booking 63496,hotel,GBR,95.4,3.0,4.6,kaggle:hotel_booking_demand,
City Hotel — booking 99452,hotel,GBR,107.0,3.0,4.3,kaggle:hotel_booking_demand,
Resort Hotel — booking 15312,hotel,IRL,63.4,7.0,4.1,kaggle:hotel_booking_demand,
City Hotel — booking 102896,hotel,ITA,83.2,1.0,4.1,kaggle:hotel_booking_demand,
City Hotel — booking 42707,hotel,FRA,110.0,2.0,3.5,kaggle:hotel_booking_demand,
City Hotel — booking 106854,hotel,ESP,68.0,6.0,4.4,kaggle:hotel_booking_demand,
City Hotel — booking 58388,hotel,PRT,110.0,3.0,4.9,kaggle:hotel_booking_demand,
City Hotel — booking 44211,hotel,PRT,100.0,2.0,4.4,kaggle:hotel_booking_demand,
Resort Hotel — booking 18208,hotel,PRT,52.2,2.0,4.7,kaggle:hotel_booking_demand,
City Hotel — booking 69616,hotel,BEL,162.0,3.0,4.6,kaggle:hotel_booking_demand,
Resort Hotel — booking 23341,hotel,FIN,50.59,6.0,4.8,kaggle:hotel_booking_demand,
Resort Hotel — booking 22650,hotel,GBR,28.5,4.0,4.3,kaggle:hotel_booking_demand,
City Hotel — booking 91502,hotel,FRA,156.0,7.0,4.6,kaggle:hotel_booking_demand,
Resort Hotel — booking 37707,hotel,PRT,72.0,1.0,4.6,kaggle:hotel_booking_demand,
City Hotel — booking 104018,hotel,CHN,113.0,2.0,4.7,kaggle:hotel_booking_demand,
Resort Hotel — booking 32307,hotel,PRT,0.0,1.0,4.9,kaggle:hotel_booking_demand,
City Hotel — booking 52421,hotel,PRT,120.0,2.0,5.0,kaggle:hotel_booking_demand,
City Hotel — booking 58701,hotel,PRT,115.0,4.0,4.4,kaggle:hotel_booking_demand,
Resort Hotel — booking 20910,hotel,PRT,0.0,1.0,4.7,kaggle:hotel_booking_demand,
City Hotel — booking 57234,hotel,PRT,62.0,2.0,4.8,kaggle:hotel_booking_demand,
City Hotel — booking 53390,hotel,PRT,80.75,5.0,4.7,kaggle:hotel_booking_demand,
Resort Hotel — booking 13641,hotel,ESP,181.11,4.0,3.8,kaggle:hotel_booking_demand,
Resort Hotel — booking 12687,hotel,PRT,73.95,1.0,4.8,kaggle:hotel_booking_demand,
City Hotel — booking 48981,hotel,ZMB,107.1,2.0,4.6,kaggle:hotel_booking_demand,
City Hotel — booking 94640,hotel,IRL,150.3,3.0,4.4,kaggle:hotel_booking_demand,
City Hotel — booking 47070,hotel,PRT,0.0,1.0,4.6,kaggle:hotel_booking_demand,
City Hotel — booking 45468,hotel,PRT,76.5,2.0,4.9,kaggle:hotel_booking_demand,
City Hotel — booking 98022,hotel,BEL,101.33,3.0,4.7,kaggle:hotel_booking_demand,
City Hotel — booking 112071,hotel,GBR,112.67,3.0,5.0,kaggle:hotel_booking_demand,
City Hotel — booking 95776,hotel,CHN,100.0,2.0,4.6,kaggle:hotel_booking_demand,
City Hotel — booking 98607,hotel,NLD,139.5,3.0,4.7,kaggle:hotel_booking_demand,
City Hotel — booking 40857,hotel,ITA,94.5,3.0,4.6,kaggle:hotel_booking_demand,
City Hotel — booking 110086,hotel,FRA,135.0,5.0,4.5,kaggle:hotel_booking_demand,
City Hotel — booking 77724,hotel,PRT,145.0,3.0,4.8,kaggle:hotel_booking_demand,
Resort Hotel — booking 38295,hotel,PRT,160.0,1.0,4.2,kaggle:hotel_booking_demand,
City Hotel — booking 59811,hotel,PRT,77.23,4.0,4.5,kaggle:hotel_booking_demand,
City Hotel — booking 45483,hotel,PRT,65.0,4.0,4.9,kaggle:hotel_booking_demand,
City Hotel — booking 85970,hotel,ESP,93.5,5.0,4.7,kaggle:hotel_booking_demand,
Resort Hotel — booking 20485,hotel,GBR,43.0,3.0,4.7,kaggle:hotel_booking_demand,
Resort Hotel — booking 34884,hotel,GBR,51.97,7.0,3.8,kaggle:hotel_booking_demand,
City Hotel — booking 43813,hotel,GRC,185.0,4.0,4.4,kaggle:hotel_booking_demand,
Resort Hotel — booking 13597,hotel,PRT,192.0,5.0,3.5,kaggle:hotel_booking_demand,
Resort Hotel — booking 13028,hotel,PRT,139.68,3.0,4.1,kaggle:hotel_booking_demand,
City Hotel — booking 92231,hotel,ITA,117.9,3.0,4.9,kaggle:hotel_booking_demand,
Resort Hotel — booking 21957,hotel,BEL,26.0,10.0,4.6,kaggle:hotel_booking_demand,
City Hotel — booking 65530,hotel,PRT,110.0,2.0,4.9,kaggle:hotel_booking_demand,
Resort Hotel — booking 3960,hotel,FRA,52.0,2.0,4.5,kaggle:hotel_booking_demand,
Resort Hotel — booking 36129,hotel,FRA,85.0,2.0,4.8,kaggle:hotel_booking_demand,
Resort Hotel — booking 517,hotel,PRT,147.0,4.0,4.2,kaggle:hotel_booking_demand,
Resort Hotel — booking 39392,hotel,GBR,151.3,10.0,4.9,kaggle:hotel_booking_demand,
City Hotel — booking 100671,hotel,PRT,0.0,1.0,4.6,kaggle:hotel_booking_demand,
City Hotel — booking 81682,hotel,PRT,75.0,4.0,3.8,kaggle:hotel_booking_demand,
City Hotel — booking 62542,hotel,FRA,79.5,2.0,4.6,kaggle:hotel_booking_demand,
Resort Hotel — booking 14377,hotel,GBR,82.8,14.0,4.9,kaggle:hotel_booking_demand,
City Hotel — booking 51711,hotel,PRT,130.0,2.0,4.5,kaggle:hotel_booking_demand,
City Hotel — booking 51027,hotel,PRT,95.0,3.0,4.7,kaggle:hotel_booking_demand,
City Hotel — booking 58333,hotel,FRA,108.0,1.0,4.7,kaggle:hotel_booking_demand,
City Hotel — booking 118792,hotel,CHL,114.75,6.0,4.4,kaggle:hotel_booking_demand,
City Hotel — booking 83979,hotel,CHN,91.0,4.0,3.9,kaggle:hotel_booking_demand,
City Hotel — booking 111313,hotel,FRA,90.0,3.0,4.9,kaggle:hotel_booking_demand,
City Hotel — booking 97773,hotel,BRA,95.0,1.0,4.8,kaggle:hotel_booking_demand,
City Hotel — booking 100425,hotel,FRA,104.4,2.0,3.8,kaggle:hotel_booking_demand,
City Hotel — booking 68159,hotel,USA,107.1,1.0,4.7,kaggle:hotel_booking_demand,
Resort Hotel — booking 24915,hotel,GBR,90.9,7.0,4.9,kaggle:hotel_booking_demand,
City Hotel — booking 114733,hotel,PRT,90.0,4.0,4.2,kaggle:hotel_booking_demand,
City Hotel — booking 44748,hotel,ESP,62.0,2.0,4.5,kaggle:hotel_booking_demand,
Resort Hotel — booking 19013,hotel,GBR,50.19,15.0,4.7,kaggle:hotel_booking_demand,
Resort Hotel — booking 37377,hotel,CZE,121.1,2.0,4.2,kaggle:hotel_booking_demand,
City Hotel — booking 71301,hotel,DEU,113.4,4.0,4.2,kaggle:hotel_booking_demand,
Resort Hotel — booking 11347,hotel,PRT,90.0,1.0,3.5,kaggle:hotel_booking_demand,
Resort Hotel — booking 20801,hotel,ESP,26.0,2.0,4.8,kaggle:hotel_booking_demand,
City Hotel — booking 81330,hotel,ESP,160.2,3.0,4.6,kaggle:hotel_booking_demand,
City Hotel — booking 74106,hotel,PRT,62.0,2.0,4.9,kaggle:hotel_booking_demand,
City Hotel — booking 71157,hotel,PRT,110.0,4.0,3.9,kaggle:hotel_booking_demand,
City Hotel — booking 53638,hotel,DEU,152.67,3.0,4.5,kaggle:hotel_booking_demand,
Resort Hotel — booking 25940,hotel,NLD,171.5,4.0,4.6,kaggle:hotel_booking_demand,
Resort Hotel — booking 4255,hotel,PRT,48.0,2.0,4.7,kaggle:hotel_booking_demand,
Resort Hotel — booking 12998,hotel,PRT,135.0,1.0,4.7,kaggle:hotel_booking_demand,
City Hotel — booking 74881,hotel,PRT,60.0,3.0,4.7,kaggle:hotel_booking_demand,
Resort Hotel — booking 14028,hotel,PRT,35.0,1.0,4.7,kaggle:hotel_booking_demand,
City Hotel — booking 62005,hotel,BGR,148.0,2.0,4.1,kaggle:hotel_booking_demand,
City Hotel — booking 88146,hotel,BEL,102.43,4.0,4.6,kaggle:hotel_booking_demand,
