name,type,location,price,duration,rating,source,review_text,sentiment_compound,sentiment_pos,sentiment_neg,sentiment_neu,cost_per_day,cluster,cluster_label
City Hotel — booking 102850,hotel,ESP,88.0,1.0,4.8,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,88.0,1,mid-range
City Hotel — booking 46461,hotel,PRT,101.0,3.0,4.9,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,33.666666666666664,1,mid-range
City Hotel — booking 109734,hotel,ESP,132.0,3.0,3.2,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,44.0,1,mid-range
City Hotel — booking 56776,hotel,PRT,137.52,7.0,3.9,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,19.645714285714288,1,mid-range
City Hotel — booking 103358,hotel,DEU,68.0,2.0,4.0,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,34.0,0,budget
City Hotel — booking 96914,hotel,SWE,124.46,7.0,4.4,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,17.779999999999998,1,mid-range
City Hotel — booking 66814,hotel,PRT,140.0,3.0,4.6,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,46.666666666666664,1,mid-range
City Hotel — booking 44092,hotel,PRT,108.0,2.0,4.8,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,54.0,1,mid-range
City Hotel — booking 110051,hotel,DEU,113.0,6.0,4.8,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,18.833333333333332,1,mid-range
City Hotel — booking 59003,hotel,PRT,62.0,2.0,3.8,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,31.0,0,budget
City Hotel — booking 91012,hotel,PRT,91.0,2.0,4.5,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,45.5,1,mid-range
Resort Hotel — booking 13465,hotel,ESP,230.0,6.0,4.2,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,38.333333333333336,2,premium
City Hotel — booking 112072,hotel,GBR,112.67,3.0,4.7,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,37.556666666666665,1,mid-range
City Hotel — booking 51667,hotel,PRT,130.0,2.0,4.5,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,65.0,1,mid-range
Resort Hotel — booking 24945,hotel,LTU,93.5,7.0,4.1,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,13.357142857142858,0,budget
City Hotel — booking 45516,hotel,PRT,62.0,2.0,3.2,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,31.0,0,budget
City Hotel — booking 48075,hotel,PRT,97.0,1.0,4.4,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,97.0,1,mid-range
City Hotel — booking 96605,hotel,COL,87.3,3.0,4.4,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,29.099999999999998,0,budget
City Hotel — booking 75203,hotel,PRT,62.0,2.0,4.9,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,31.0,0,budget
Resort Hotel — booking 5223,hotel,PRT,85.33,3.0,4.4,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,28.44333333333333,0,budget
City Hotel — booking 48499,hotel,ITA,90.95,4.0,4.7,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,22.7375,0,budget
City Hotel — booking 75291,hotel,PRT,62.0,2.0,4.9,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,31.0,0,budget
City Hotel — booking 97201,hotel,BEL,159.0,1.0,4.6,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,159.0,2,premium
Resort Hotel — booking 12277,hotel,PRT,106.4,2.0,4.3,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,53.2,1,mid-range
City Hotel — booking 52682,hotel,ARG,165.6,2.0,4.5,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,82.8,2,premium
City Hotel — booking 110752,hotel,NOR,109.8,3.0,3.2,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,36.6,1,mid-range
City Hotel — booking 78366,hotel,PRT,67.0,1.0,3.9,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,67.0,0,budget
Resort Hotel — booking 14713,hotel,GBR,40.05,3.0,4.6,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,13.35,0,budget
City Hotel — booking 107552,hotel,PRT,95.0,1.0,5.0,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,95.0,1,mid-range
City Hotel — booking 67336,hotel,FRA,149.0,6.0,4.5,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,24.833333333333332,1,mid-range
City Hotel — booking 93693,hotel,ESP,139.0,1.0,4.6,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,139.0,2,premium
City Hotel — booking 74425,hotel,PRT,62.0,2.0,3.2,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,31.0,0,budget
City Hotel — booking 67579,hotel,CHN,197.1,1.0,4.8,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,197.1,2,premium
City Hotel — booking 65074,hotel,DEU,100.3,4.0,4.8,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,25.075,1,mid-range
City Hotel — booking 45872,hotel,GBR,70.0,4.0,4.3,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,17.5,0,budget
Resort Hotel — booking 8602,hotel,IRL,161.86,7.0,4.5,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,23.122857142857146,1,mid-range
City Hotel — booking 112096,hotel,FRA,112.5,2.0,4.6,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,56.25,1,mid-range
City Hotel — booking 71234,hotel,PRT,130.0,1.0,4.5,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,130.0,2,premium
City Hotel — booking 82653,hotel,PRT,117.0,1.0,4.4,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,117.0,1,mid-range
City Hotel — booking 78203,hotel,CHN,126.0,1.0,4.5,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,126.0,2,premium
Mountain Day Trip,tour,Zurich,189.0,1.0,4.8,tripadvisor:export_sample,Breathtaking views.,0.4588,0.75,0.0,0.25,189.0,2,premium
City Hotel — booking 96960,hotel,ITA,125.1,3.0,4.8,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,41.699999999999996,1,mid-range
City Hotel — booking 71771,hotel,FRA,156.6,3.0,4.6,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,52.199999999999996,1,mid-range
City Hotel — booking 108934,hotel,DEU,139.7,4.0,4.2,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,34.925,1,mid-range
Resort Hotel — booking 2010,hotel,DEU,88.4,1.0,4.9,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,88.4,1,mid-range
City Hotel — booking 114737,hotel,PRT,105.0,4.0,3.8,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,26.25,1,mid-range
City Hotel — booking 59136,hotel,PRT,110.0,2.0,4.5,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,55.0,1,mid-range
Resort Hotel — booking 30953,hotel,ESP,72.06,5.0,4.5,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,14.412,0,budget
City Hotel — booking 86303,hotel,PRT,99.0,1.0,4.2,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,99.0,1,mid-range
City Hotel — booking 44072,hotel,PRT,170.0,1.0,4.7,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,170.0,2,premium
City Hotel — booking 103440,hotel,MOZ,67.58,3.0,4.3,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,22.526666666666667,0,budget
City Hotel — booking 59469,hotel,AUT,109.8,3.0,3.8,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,36.6,1,mid-range
City Hotel — booking 74632,hotel,PRT,62.0,2.0,4.8,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,31.0,0,budget
City Hotel — booking 110135,hotel,AUT,126.0,2.0,4.9,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,63.0,1,mid-range
City Hotel — booking 52784,hotel,PRT,120.0,6.0,4.6,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,20.0,1,mid-range
City Hotel — booking 44927,hotel,BRA,89.2,1.0,4.6,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,89.2,1,mid-range
City Hotel — booking 97796,hotel,PRT,137.38,5.0,3.9,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,27.476,1,mid-range
City Hotel — booking 111446,hotel,FRA,112.1,2.0,4.7,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,56.05,1,mid-range
City Hotel — booking 62968,hotel,PRT,0.0,2.0,3.5,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,0.0,0,budget
City Hotel — booking 113837,hotel,FRA,240.0,4.0,4.4,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,60.0,2,premium
City Hotel — booking 75818,hotel,PRT,62.0,4.0,4.7,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,15.5,0,budget
City Hotel — booking 117353,hotel,FRA,157.0,1.0,3.9,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,157.0,2,premium
Resort Hotel — booking 6246,hotel,PRT,66.34,7.0,4.9,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,9.477142857142857,0,budget
Resort Hotel — booking 10659,hotel,PRT,39.33,3.0,4.6,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,13.11,0,budget
City Hotel — booking 40920,hotel,PRT,75.0,1.0,4.2,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,75.0,1,mid-range
City Hotel — booking 110328,hotel,DEU,85.0,5.0,4.0,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,17.0,0,budget
City Hotel — booking 47140,hotel,CHL,73.9,4.0,3.9,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,18.475,0,budget
City Hotel — booking 101681,hotel,GBR,100.94,4.0,4.1,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,25.235,1,mid-range
Resort Hotel — booking 4121,hotel,PRT,29.0,3.0,4.5,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,9.666666666666666,0,budget
City Hotel — booking 96564,hotel,BEL,139.13,1.0,4.9,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,139.13,2,premium
Resort Hotel — booking 20079,hotel,FRA,52.8,6.0,4.6,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,8.799999999999999,0,budget
Resort Hotel — booking 28127,hotel,CHE,86.0,2.0,4.8,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,43.0,0,budget
Resort Hotel — booking 6419,hotel,PRT,60.35,2.0,4.6,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,30.175,0,budget
Resort Hotel — booking 29069,hotel,PRT,85.0,1.0,4.7,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,85.0,1,mid-range
Resort Hotel — booking 19292,hotel,PRT,73.0,1.0,4.2,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,73.0,0,budget
City Hotel — booking 87086,hotel,PRT,90.0,1.0,3.5,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,90.0,1,mid-range
City Hotel — booking 90993,hotel,GBR,79.2,2.0,4.8,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,39.6,0,budget
Resort Hotel — booking 4671,hotel,PRT,86.0,1.0,5.0,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,86.0,1,mid-range
City Hotel — booking 81338,hotel,PRT,104.0,4.0,4.8,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,26.0,1,mid-range
Resort Hotel — booking 4940,hotel,GBR,72.0,7.0,4.8,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,10.285714285714286,0,budget
Resort Hotel — booking 17497,hotel,GBR,68.74,7.0,4.3,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,9.819999999999999,0,budget
City Hotel — booking 95718,hotel,DEU,168.3,2.0,4.6,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,84.15,2,premium
City Hotel — booking 107795,hotel,GBR,80.0,8.0,4.0,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,10.0,0,budget
City Hotel — booking 70323,hotel,USA,108.0,6.0,4.6,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,18.0,1,mid-range
Resort Hotel — booking 7842,hotel,LUX,197.14,7.0,4.6,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,28.162857142857142,2,premium
City Hotel — booking 105662,hotel,FRA,75.0,2.0,4.5,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,37.5,0,budget
City Hotel — booking 108285,hotel,PRT,68.0,6.0,4.8,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,11.333333333333334,0,budget
Resort Hotel — booking 38965,hotel,CN,155.75,3.0,4.6,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,51.916666666666664,1,mid-range
City Hotel — booking 51438,hotel,PRT,65.0,1.0,4.6,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,65.0,0,budget
City Hotel — booking 41110,hotel,PRT,62.0,2.0,4.8,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,31.0,0,budget
City Hotel — booking 102189,hotel,FRA,72.0,3.0,3.8,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,24.0,0,budget
City Hotel — booking 65763,hotel,AUS,115.0,1.0,4.5,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,115.0,1,mid-range
City Hotel — booking 42940,hotel,PRT,124.0,1.0,4.8,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,124.0,2,premium
Resort Hotel — booking 16559,hotel,ESP,81.0,3.0,4.7,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,27.0,0,budget
Resort Hotel — booking 38388,hotel,ESP,184.0,3.0,4.2,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,61.333333333333336,2,premium
City Hotel — booking 67557,hotel,PRT,100.0,3.0,4.9,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,33.333333333333336,1,mid-range
City Hotel — booking 64798,hotel,DEU,128.0,3.0,4.2,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,42.666666666666664,1,mid-range
City Hotel — booking 71566,hotel,POL,190.0,3.0,4.0,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,63.333333333333336,2,premium
Resort Hotel — booking 36712,hotel,GBR,60.0,3.0,4.9,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,20.0,0,budget
City Hotel — booking 47749,hotel,PRT,109.33,3.0,4.5,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,36.443333333333335,1,mid-range
Resort Hotel — booking 29953,hotel,GBR,32.24,5.0,4.4,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,6.448,0,budget
City Hotel — booking 53581,hotel,PRT,90.0,3.0,4.6,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,30.0,0,budget
City Hotel — booking 93622,hotel,FRA,77.85,1.0,4.3,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,77.85,1,mid-range
Resort Hotel — booking 7764,hotel,PRT,157.08,2.0,3.9,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,78.54,2,premium
Resort Hotel — booking 6651,hotel,POL,92.0,3.0,4.2,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,30.666666666666668,0,budget
City Hotel — booking 117445,hotel,NLD,119.0,1.0,4.3,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,119.0,1,mid-range
City Hotel — booking 42894,hotel,LUX,126.0,2.0,3.9,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,63.0,1,mid-range
City Hotel — booking 92700,hotel,PRT,96.0,2.0,4.2,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,48.0,1,mid-range
Resort Hotel — booking 6943,hotel,PRT,84.47,7.0,4.8,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,12.067142857142857,0,budget
Resort Hotel — booking 9664,hotel,GBR,82.0,7.0,4.7,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,11.714285714285714,0,budget
Resort Hotel — booking 37017,hotel,ESP,97.25,3.0,4.9,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,32.416666666666664,1,mid-range
Resort Hotel — booking 1915,hotel,FRA,90.0,2.0,4.2,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,45.0,1,mid-range
Resort Hotel — booking 29117,hotel,GBR,46.0,4.0,4.4,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,11.5,0,budget
City Hotel — booking 56855,hotel,PRT,62.0,2.0,4.7,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,31.0,0,budget
City Hotel — booking 113974,hotel,NLD,150.0,2.0,4.9,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,75.0,1,mid-range
City Hotel — booking 51410,hotel,PRT,80.0,4.0,4.6,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,20.0,0,budget
City Hotel — booking 97243,hotel,FIN,85.0,3.0,4.2,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,28.333333333333332,0,budget
Resort Hotel — booking 12267,hotel,PRT,76.0,4.0,4.6,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,19.0,0,budget
Resort Hotel — booking 37115,hotel,GBR,106.0,7.0,4.7,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,15.142857142857142,1,mid-range
City Hotel — booking 63192,hotel,BRA,74.8,7.0,4.8,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,10.685714285714285,0,budget
City Hotel — booking 62739,hotel,LUX,96.9,4.0,4.3,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,24.225,1,mid-range
Resort Hotel — booking 709,hotel,PRT,120.6,5.0,3.9,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,24.119999999999997,1,mid-range
Resort Hotel — booking 34888,hotel,PRT,122.0,1.0,4.5,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,122.0,1,mid-range
Resort Hotel — booking 27194,hotel,GBR,189.42,3.0,4.8,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,63.13999999999999,2,premium
Resort Hotel — booking 17487,hotel,GBR,68.74,7.0,4.8,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,9.819999999999999,0,budget
City Hotel — booking 64008,hotel,PRT,75.0,3.0,3.9,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,25.0,0,budget
City Hotel — booking 52885,hotel,PRT,120.0,3.0,4.4,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,40.0,1,mid-range
City Hotel — booking 68965,hotel,PRT,12.0,2.0,4.3,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,6.0,0,budget
City Hotel — booking 103741,hotel,USA,206.0,1.0,4.3,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,206.0,2,premium
City Hotel — booking 65822,hotel,PRT,100.0,2.0,3.9,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,50.0,1,mid-range
Resort Hotel — booking 39318,hotel,GBR,134.85,7.0,4.4,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,19.264285714285712,1,mid-range
Resort Hotel — booking 30778,hotel,PRT,44.0,1.0,4.9,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,44.0,0,budget
City Hotel — booking 40992,hotel,ESP,76.5,3.0,4.5,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,25.5,0,budget
Resort Hotel — booking 26187,hotel,BEL,210.71,7.0,4.3,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,30.101428571428574,2,premium
City Hotel — booking 110044,hotel,DEU,72.0,3.0,4.6,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,24.0,0,budget
City Hotel — booking 41176,hotel,PRT,101.5,2.0,4.6,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,50.75,1,mid-range
City Hotel — booking 54406,hotel,FRA,197.0,1.0,4.8,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,197.0,2,premium
Resort Hotel — booking 11637,hotel,PRT,119.0,1.0,4.6,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,119.0,1,mid-range
City Hotel — booking 42888,hotel,PRT,50.0,2.0,4.8,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,25.0,0,budget
City Hotel — booking 73452,hotel,PRT,144.5,4.0,4.5,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,36.125,1,mid-range
City Hotel — booking 63651,hotel,FRA,153.9,1.0,4.4,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,153.9,2,premium
City Hotel — booking 105430,hotel,PRT,0.0,1.0,4.5,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,0.0,0,budget
City Hotel — booking 64102,hotel,PRT,62.0,2.0,5.0,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,31.0,0,budget
Resort Hotel — booking 37201,hotel,CN,135.0,1.0,4.8,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,135.0,2,premium
City Hotel — booking 57915,hotel,PRT,106.0,3.0,4.9,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,35.333333333333336,1,mid-range
City Hotel — booking 71065,hotel,PRT,130.0,7.0,4.1,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,18.571428571428573,1,mid-range
City Hotel — booking 102352,hotel,POL,79.2,1.0,4.2,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,79.2,1,mid-range
City Hotel — booking 107849,hotel,IRL,79.2,3.0,4.1,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,26.400000000000002,0,budget
City Hotel — booking 68648,hotel,PRT,110.0,3.0,4.7,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,36.666666666666664,1,mid-range
Resort Hotel — booking 35760,hotel,PRT,0.0,3.0,4.3,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,0.0,0,budget
City Hotel — booking 76053,hotel,PRT,101.5,2.0,4.8,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,50.75,1,mid-range
Resort Hotel — booking 21166,hotel,DEU,43.0,3.0,4.3,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,14.333333333333334,0,budget
City Hotel — booking 57808,hotel,GBR,98.1,2.0,4.2,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,49.05,1,mid-range
Resort Hotel — booking 776,hotel,PRT,108.54,4.0,4.5,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,27.135,1,mid-range
City Hotel — booking 67252,hotel,GBR,144.33,3.0,4.3,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,48.11000000000001,1,mid-range
Resort Hotel — booking 29257,hotel,GBR,46.0,4.0,4.6,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,11.5,0,budget
City Hotel — booking 45256,hotel,PRT,85.67,3.0,4.1,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,28.55666666666667,0,budget
City Hotel — booking 45414,hotel,PRT,85.67,3.0,4.6,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,28.55666666666667,0,budget
Resort Hotel — booking 6816,hotel,PRT,108.0,8.0,4.6,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,13.5,1,mid-range
City Hotel — booking 64218,hotel,PRT,95.0,3.0,4.5,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,31.666666666666668,1,mid-range
City Hotel — booking 83539,hotel,PRT,79.0,1.0,4.8,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,79.0,1,mid-range
City Hotel — booking 118349,hotel,ITA,240.0,3.0,3.2,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,80.0,2,premium
Resort Hotel — booking 1879,hotel,PRT,127.0,5.0,3.9,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,25.4,1,mid-range
City Hotel — booking 45967,hotel,PRT,75.0,3.0,3.5,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,25.0,0,budget
City Hotel — booking 74094,hotel,PRT,62.0,2.0,4.5,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,31.0,0,budget
Resort Hotel — booking 18360,hotel,PRT,86.0,2.0,4.8,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,43.0,0,budget
City Hotel — booking 68582,hotel,PRT,160.0,2.0,4.7,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,80.0,2,premium
City Hotel — booking 78402,hotel,PRT,119.0,2.0,4.7,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,59.5,1,mid-range
City Hotel — booking 51562,hotel,PRT,95.88,3.0,4.9,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,31.959999999999997,1,mid-range
Resort Hotel — booking 23606,hotel,BEL,68.0,8.0,4.8,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,8.5,0,budget
City Hotel — booking 91492,hotel,PRT,156.0,2.0,4.3,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,78.0,2,premium
City Hotel — booking 79639,hotel,FRA,75.0,3.0,3.5,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,25.0,0,budget
Resort Hotel — booking 18913,hotel,PRT,48.0,3.0,4.1,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,16.0,0,budget
City Hotel — booking 41184,hotel,PRT,101.5,2.0,4.2,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,50.75,1,mid-range
City Hotel — booking 62340,hotel,UKR,67.58,6.0,4.4,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,11.263333333333334,0,budget
City Hotel — booking 114486,hotel,FRA,150.0,2.0,4.5,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,75.0,1,mid-range
City Hotel — booking 54811,hotel,PRT,65.0,2.0,3.5,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,32.5,0,budget
City Hotel — booking 53986,hotel,FRA,137.7,3.0,4.7,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,45.9,1,mid-range
City Hotel — booking 95964,hotel,PRT,0.0,1.0,4.8,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,0.0,0,budget
Resort Hotel — booking 36506,hotel,FRA,85.59,7.0,5.0,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,12.227142857142857,0,budget
City Hotel — booking 58843,hotel,CHE,118.8,3.0,4.8,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,39.6,1,mid-range
City Hotel — booking 70226,hotel,PRT,110.0,2.0,4.5,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,55.0,1,mid-range
City Hotel — booking 43502,hotel,PRT,80.0,2.0,4.5,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,40.0,0,budget
City Hotel — booking 49928,hotel,PRT,81.08,1.0,4.6,kaggle:hotel_booking_demand,,0.0,0.0,0.0,1.0,81.08,1,mid-range
